timestamp,sensor_id,sensor_type,value,factory,line,status
2026-04-26 19:33:29.496415,sensor_0161,humidity,34.89,Factory-B,Line-2,OK
2026-04-26 19:33:30.496415,sensor_0014,temperature,28.04,Factory-D,Line-1,OK
2026-04-26 19:33:31.496415,sensor_0022,temperature,44.48,Factory-A,Line-2,OK
2026-04-26 19:33:32.496415,sensor_0038,vibration,9.0,Factory-D,Line-2,OK
2026-04-26 19:33:33.496415,sensor_0499,pressure,152.26,Factory-A,Line-3,ERROR
2026-04-26 19:33:34.496415,sensor_0150,pressure,63.87,Factory-C,Line-3,OK
2026-04-26 19:33:35.496415,sensor_0300,pressure,95.33,Factory-A,Line-4,WARN
2026-04-26 19:33:36.496415,sensor_0664,humidity,72.71,Factory-C,Line-4,WARN
2026-04-26 19:33:37.496415,sensor_0826,pressure,156.31,Factory-D,Line-3,ERROR
2026-04-26 19:33:38.496415,sensor_0827,vibration,17.52,Factory-C,Line-3,OK
2026-04-26 19:33:39.496415,sensor_0406,temperature,95.13,Factory-A,Line-1,WARN
2026-04-26 19:33:40.496415,sensor_0814,vibration,33.5,Factory-C,Line-4,OK
2026-04-26 19:33:41.496415,sensor_0874,humidity,30.26,Factory-C,Line-2,OK
2026-04-26 19:33:42.496415,sensor_0440,pressure,172.96,Factory-D,Line-1,ERROR
2026-04-26 19:33:43.496415,sensor_0841,humidity,26.25,Factory-B,Line-1,OK
2026-04-26 19:33:44.496415,sensor_0415,vibration,25.47,Factory-B,Line-4,OK
2026-04-26 19:33:45.496415,sensor_0040,temperature,99.87,Factory-B,Line-3,WARN
2026-04-26 19:33:46.496415,sensor_0127,vibration,55.04,Factory-A,Line-2,OK
2026-04-26 19:33:47.496415,sensor_0702,temperature,108.93,Factory-D,Line-4,ERROR
2026-04-26 19:33:48.496415,sensor_0139,pressure,61.26,Factory-D,Line-2,OK
2026-04-26 19:33:49.496415,sensor_0711,temperature,34.38,Factory-C,Line-3,OK
2026-04-26 19:33:50.496415,sensor_0226,pressure,80.63,Factory-B,Line-4,WARN
2026-04-26 19:33:51.496415,sensor_0939,vibration,78.01,Factory-B,Line-3,ERROR
2026-04-26 19:33:52.496415,sensor_0994,vibration,25.4,Factory-D,Line-2,OK
2026-04-26 19:33:53.496415,sensor_0952,humidity,66.02,Factory-D,Line-1,OK
2026-04-26 19:33:54.496415,sensor_0093,vibration,47.98,Factory-D,Line-2,OK
2026-04-26 19:33:55.496415,sensor_0631,pressure,61.71,Factory-B,Line-4,OK
2026-04-26 19:33:56.496415,sensor_0814,pressure,67.6,Factory-C,Line-2,OK
2026-04-26 19:33:57.496415,sensor_0798,humidity,39.76,Factory-C,Line-4,OK
2026-04-26 19:33:58.496415,sensor_0509,pressure,72.0,Factory-A,Line-1,WARN
2026-04-26 19:33:59.496415,sensor_0428,temperature,46.3,Factory-A,Line-1,OK
2026-04-26 19:34:00.496415,sensor_0978,temperature,52.41,Factory-A,Line-2,OK
2026-04-26 19:34:01.496415,sensor_0944,humidity,59.0,Factory-D,Line-3,OK
2026-04-26 19:34:02.496415,sensor_0665,temperature,69.68,Factory-B,Line-3,OK
2026-04-26 19:34:03.496415,sensor_0555,vibration,26.32,Factory-B,Line-4,OK
2026-04-26 19:34:04.496415,sensor_0368,humidity,25.13,Factory-D,Line-1,OK
2026-04-26 19:34:05.496415,sensor_0738,temperature,71.69,Factory-A,Line-4,WARN
2026-04-26 19:34:06.496415,sensor_0030,temperature,75.31,Factory-C,Line-4,WARN
2026-04-26 19:34:07.496415,sensor_0984,temperature,52.62,Factory-B,Line-2,OK
2026-04-26 19:34:08.496415,sensor_0315,temperature,119.83,Factory-A,Line-3,ERROR
2026-04-26 19:34:09.496415,sensor_0605,pressure,127.03,Factory-D,Line-4,WARN
2026-04-26 19:34:10.496415,sensor_0908,pressure,103.48,Factory-A,Line-1,WARN
2026-04-26 19:34:11.496415,sensor_0247,humidity,42.93,Factory-D,Line-4,OK
2026-04-26 19:34:12.496415,sensor_0041,pressure,52.27,Factory-B,Line-2,OK
2026-04-26 19:34:13.496415,sensor_0925,vibration,38.87,Factory-A,Line-1,OK
2026-04-26 19:34:14.496415,sensor_0638,humidity,78.2,Factory-C,Line-3,WARN
2026-04-26 19:34:15.496415,sensor_0600,pressure,89.14,Factory-C,Line-3,WARN
2026-04-26 19:34:16.496415,sensor_0700,vibration,12.54,Factory-A,Line-4,OK
2026-04-26 19:34:17.496415,sensor_0187,temperature,112.54,Factory-C,Line-2,ERROR
2026-04-26 19:34:18.496415,sensor_0563,temperature,116.38,Factory-D,Line-2,ERROR
2026-04-26 19:34:19.496415,sensor_0122,humidity,44.11,Factory-D,Line-2,OK
2026-04-26 19:34:20.496415,sensor_0040,pressure,104.34,Factory-D,Line-4,WARN
2026-04-26 19:34:21.496415,sensor_0439,pressure,85.35,Factory-C,Line-4,WARN
2026-04-26 19:34:22.496415,sensor_0350,humidity,65.29,Factory-B,Line-1,OK
2026-04-26 19:34:23.496415,sensor_0890,vibration,61.99,Factory-B,Line-1,ERROR
2026-04-26 19:34:24.496415,sensor_0946,temperature,39.67,Factory-B,Line-3,OK
2026-04-26 19:34:25.496415,sensor_0969,pressure,156.72,Factory-C,Line-2,ERROR
2026-04-26 19:34:26.496415,sensor_0751,humidity,65.84,Factory-B,Line-4,OK
2026-04-26 19:34:27.496415,sensor_0723,pressure,149.33,Factory-D,Line-4,WARN
2026-04-26 19:34:28.496415,sensor_0585,vibration,16.72,Factory-B,Line-1,OK
2026-04-26 19:34:29.496415,sensor_0834,pressure,58.05,Factory-D,Line-3,OK
2026-04-26 19:34:30.496415,sensor_0495,humidity,79.32,Factory-D,Line-3,WARN
2026-04-26 19:34:31.496415,sensor_0067,temperature,127.64,Factory-B,Line-4,ERROR
2026-04-26 19:34:32.496415,sensor_0786,humidity,74.1,Factory-C,Line-1,WARN
2026-04-26 19:34:33.496415,sensor_0662,temperature,114.17,Factory-D,Line-2,ERROR
2026-04-26 19:34:34.496415,sensor_0040,humidity,80.83,Factory-B,Line-3,ERROR
2026-04-26 19:34:35.496415,sensor_0943,temperature,125.15,Factory-A,Line-1,ERROR
2026-04-26 19:34:36.496415,sensor_0929,vibration,32.63,Factory-C,Line-3,OK
2026-04-26 19:34:37.496415,sensor_0054,temperature,51.23,Factory-D,Line-3,OK
2026-04-26 19:34:38.496415,sensor_0165,pressure,109.46,Factory-A,Line-1,WARN
2026-04-26 19:34:39.496415,sensor_0204,humidity,29.59,Factory-B,Line-1,OK
2026-04-26 19:34:40.496415,sensor_0688,humidity,30.43,Factory-C,Line-4,OK
2026-04-26 19:34:41.496415,sensor_0426,humidity,74.3,Factory-D,Line-3,WARN
2026-04-26 19:34:42.496415,sensor_0677,humidity,36.9,Factory-B,Line-3,OK
2026-04-26 19:34:43.496415,sensor_0509,vibration,45.81,Factory-B,Line-4,OK
2026-04-26 19:34:44.496415,sensor_0755,humidity,51.67,Factory-D,Line-2,OK
2026-04-26 19:34:45.496415,sensor_0774,humidity,52.19,Factory-C,Line-2,OK
2026-04-26 19:34:46.496415,sensor_0407,humidity,38.6,Factory-A,Line-1,OK
2026-04-26 19:34:47.496415,sensor_0737,temperature,28.09,Factory-A,Line-4,OK
2026-04-26 19:34:48.496415,sensor_0606,temperature,35.67,Factory-A,Line-2,OK
2026-04-26 19:34:49.496415,sensor_0200,temperature,45.89,Factory-C,Line-3,OK
2026-04-26 19:34:50.496415,sensor_0797,pressure,114.68,Factory-C,Line-3,WARN
2026-04-26 19:34:51.496415,sensor_0748,humidity,91.5,Factory-A,Line-2,ERROR
2026-04-26 19:34:52.496415,sensor_0345,temperature,75.76,Factory-C,Line-3,WARN
2026-04-26 19:34:53.496415,sensor_0601,temperature,52.01,Factory-B,Line-3,OK
2026-04-26 19:34:54.496415,sensor_0652,humidity,78.79,Factory-D,Line-2,WARN
2026-04-26 19:34:55.496415,sensor_0736,humidity,85.84,Factory-C,Line-3,ERROR
2026-04-26 19:34:56.496415,sensor_0001,pressure,173.45,Factory-D,Line-2,ERROR
2026-04-26 19:34:57.496415,sensor_0265,vibration,23.28,Factory-A,Line-1,OK
2026-04-26 19:34:58.496415,sensor_0391,temperature,51.0,Factory-B,Line-2,OK
2026-04-26 19:34:59.496415,sensor_0653,temperature,69.36,Factory-D,Line-3,OK
2026-04-26 19:35:00.496415,sensor_0370,humidity,60.71,Factory-B,Line-1,OK
2026-04-26 19:35:01.496415,sensor_0820,vibration,53.27,Factory-C,Line-1,OK
2026-04-26 19:35:02.496415,sensor_0669,temperature,110.49,Factory-A,Line-3,ERROR
2026-04-26 19:35:03.496415,sensor_0640,vibration,10.43,Factory-A,Line-4,OK
2026-04-26 19:35:04.496415,sensor_0948,pressure,124.64,Factory-C,Line-2,WARN
2026-04-26 19:35:05.496415,sensor_0762,vibration,40.18,Factory-A,Line-2,OK
2026-04-26 19:35:06.496415,sensor_0166,vibration,74.34,Factory-D,Line-3,ERROR
2026-04-26 19:35:07.496415,sensor_0740,vibration,0.58,Factory-D,Line-4,OK
2026-04-26 19:35:08.496415,sensor_0840,humidity,27.31,Factory-D,Line-4,OK
2026-04-26 19:35:09.496415,sensor_0487,vibration,69.29,Factory-D,Line-3,ERROR
2026-04-26 19:35:10.496415,sensor_0268,humidity,76.09,Factory-A,Line-3,WARN
2026-04-26 19:35:11.496415,sensor_0487,vibration,3.56,Factory-B,Line-2,OK
2026-04-26 19:35:12.496415,sensor_0020,humidity,61.31,Factory-C,Line-1,OK
2026-04-26 19:35:13.496415,sensor_0287,temperature,129.17,Factory-C,Line-3,ERROR
2026-04-26 19:35:14.496415,sensor_0893,pressure,167.45,Factory-B,Line-1,ERROR
2026-04-26 19:35:15.496415,sensor_0911,temperature,74.5,Factory-C,Line-3,WARN
2026-04-26 19:35:16.496415,sensor_0735,temperature,128.92,Factory-A,Line-2,ERROR
2026-04-26 19:35:17.496415,sensor_0887,vibration,60.25,Factory-A,Line-3,ERROR
2026-04-26 19:35:18.496415,sensor_0581,pressure,97.37,Factory-B,Line-1,WARN
2026-04-26 19:35:19.496415,sensor_0967,humidity,36.82,Factory-D,Line-4,OK
2026-04-26 19:35:20.496415,sensor_0586,temperature,42.11,Factory-D,Line-4,OK
2026-04-26 19:35:21.496415,sensor_0030,pressure,89.34,Factory-D,Line-2,WARN
2026-04-26 19:35:22.496415,sensor_0939,pressure,79.14,Factory-A,Line-1,WARN
2026-04-26 19:35:23.496415,sensor_0491,pressure,95.17,Factory-D,Line-1,WARN
2026-04-26 19:35:24.496415,sensor_0043,vibration,16.1,Factory-B,Line-1,OK
2026-04-26 19:35:25.496415,sensor_0388,vibration,42.57,Factory-A,Line-2,OK
2026-04-26 19:35:26.496415,sensor_0018,humidity,46.41,Factory-C,Line-4,OK
2026-04-26 19:35:27.496415,sensor_0226,humidity,21.29,Factory-D,Line-2,OK
2026-04-26 19:35:28.496415,sensor_0809,temperature,23.23,Factory-B,Line-3,OK
2026-04-26 19:35:29.496415,sensor_0752,vibration,64.28,Factory-B,Line-2,ERROR
2026-04-26 19:35:30.496415,sensor_0440,vibration,41.12,Factory-C,Line-3,OK
2026-04-26 19:35:31.496415,sensor_0547,humidity,79.21,Factory-A,Line-1,WARN
2026-04-26 19:35:32.496415,sensor_0755,pressure,74.73,Factory-C,Line-2,WARN
2026-04-26 19:35:33.496415,sensor_0114,vibration,3.93,Factory-A,Line-3,OK
2026-04-26 19:35:34.496415,sensor_0770,humidity,73.37,Factory-B,Line-1,WARN
2026-04-26 19:35:35.496415,sensor_0358,pressure,86.37,Factory-C,Line-2,WARN
2026-04-26 19:35:36.496415,sensor_0635,pressure,95.48,Factory-D,Line-1,WARN
2026-04-26 19:35:37.496415,sensor_0799,humidity,45.0,Factory-A,Line-2,OK
2026-04-26 19:35:38.496415,sensor_0209,pressure,52.96,Factory-C,Line-2,OK
2026-04-26 19:35:39.496415,sensor_0080,pressure,65.88,Factory-B,Line-1,OK
2026-04-26 19:35:40.496415,sensor_0984,temperature,117.5,Factory-D,Line-3,ERROR
2026-04-26 19:35:41.496415,sensor_0723,temperature,85.92,Factory-A,Line-1,WARN
2026-04-26 19:35:42.496415,sensor_0902,pressure,109.93,Factory-A,Line-4,WARN
2026-04-26 19:35:43.496415,sensor_0925,humidity,93.8,Factory-D,Line-4,ERROR
2026-04-26 19:35:44.496415,sensor_0011,pressure,142.08,Factory-C,Line-4,WARN
2026-04-26 19:35:45.496415,sensor_0366,vibration,39.32,Factory-B,Line-1,OK
2026-04-26 19:35:46.496415,sensor_0033,humidity,28.86,Factory-D,Line-3,OK
2026-04-26 19:35:47.496415,sensor_0126,vibration,79.85,Factory-B,Line-3,ERROR
2026-04-26 19:35:48.496415,sensor_0572,humidity,91.67,Factory-D,Line-1,ERROR
2026-04-26 19:35:49.496415,sensor_0640,temperature,102.36,Factory-B,Line-2,ERROR
2026-04-26 19:35:50.496415,sensor_0919,pressure,68.67,Factory-D,Line-4,OK
2026-04-26 19:35:51.496415,sensor_0650,pressure,86.95,Factory-D,Line-2,WARN
2026-04-26 19:35:52.496415,sensor_0290,pressure,135.54,Factory-A,Line-4,WARN
2026-04-26 19:35:53.496415,sensor_0204,temperature,106.11,Factory-B,Line-2,ERROR
2026-04-26 19:35:54.496415,sensor_0197,temperature,61.37,Factory-D,Line-3,OK
2026-04-26 19:35:55.496415,sensor_0389,temperature,79.76,Factory-B,Line-4,WARN
2026-04-26 19:35:56.496415,sensor_0058,temperature,51.85,Factory-C,Line-4,OK
2026-04-26 19:35:57.496415,sensor_0379,temperature,115.21,Factory-D,Line-4,ERROR
2026-04-26 19:35:58.496415,sensor_0633,humidity,80.36,Factory-C,Line-3,ERROR
2026-04-26 19:35:59.496415,sensor_0297,humidity,64.59,Factory-C,Line-2,OK
2026-04-26 19:36:00.496415,sensor_0715,temperature,86.14,Factory-B,Line-2,WARN
2026-04-26 19:36:01.496415,sensor_0071,temperature,95.21,Factory-B,Line-3,WARN
2026-04-26 19:36:02.496415,sensor_0038,temperature,104.68,Factory-D,Line-4,ERROR
2026-04-26 19:36:03.496415,sensor_0312,humidity,21.24,Factory-D,Line-3,OK
2026-04-26 19:36:04.496415,sensor_0475,pressure,50.82,Factory-D,Line-4,OK
2026-04-26 19:36:05.496415,sensor_0933,temperature,120.6,Factory-A,Line-3,ERROR
2026-04-26 19:36:06.496415,sensor_0445,humidity,61.39,Factory-B,Line-4,OK
2026-04-26 19:36:07.496415,sensor_0674,temperature,117.34,Factory-A,Line-3,ERROR
2026-04-26 19:36:08.496415,sensor_0093,temperature,129.01,Factory-B,Line-4,ERROR
2026-04-26 19:36:09.496415,sensor_0203,vibration,78.92,Factory-C,Line-3,ERROR
2026-04-26 19:36:10.496415,sensor_0484,vibration,8.19,Factory-D,Line-1,OK
2026-04-26 19:36:11.496415,sensor_0009,vibration,29.81,Factory-C,Line-3,OK
2026-04-26 19:36:12.496415,sensor_0195,humidity,58.5,Factory-A,Line-1,OK
2026-04-26 19:36:13.496415,sensor_0855,vibration,7.32,Factory-C,Line-4,OK
2026-04-26 19:36:14.496415,sensor_0871,vibration,35.74,Factory-C,Line-2,OK
2026-04-26 19:36:15.496415,sensor_0212,humidity,47.39,Factory-D,Line-1,OK
2026-04-26 19:36:16.496415,sensor_0422,temperature,44.7,Factory-C,Line-3,OK
2026-04-26 19:36:17.496415,sensor_0808,humidity,51.67,Factory-A,Line-2,OK
2026-04-26 19:36:18.496415,sensor_0909,pressure,77.9,Factory-B,Line-1,WARN
2026-04-26 19:36:19.496415,sensor_0021,humidity,24.76,Factory-D,Line-2,OK
2026-04-26 19:36:20.496415,sensor_0845,pressure,68.6,Factory-D,Line-2,OK
2026-04-26 19:36:21.496415,sensor_0381,humidity,54.49,Factory-C,Line-2,OK
2026-04-26 19:36:22.496415,sensor_0051,humidity,89.74,Factory-A,Line-3,ERROR
2026-04-26 19:36:23.496415,sensor_0373,temperature,48.33,Factory-B,Line-1,OK
2026-04-26 19:36:24.496415,sensor_0102,pressure,168.66,Factory-D,Line-4,ERROR
2026-04-26 19:36:25.496415,sensor_0188,humidity,55.65,Factory-A,Line-3,OK
2026-04-26 19:36:26.496415,sensor_0158,pressure,65.87,Factory-C,Line-1,OK
2026-04-26 19:36:27.496415,sensor_0478,vibration,22.64,Factory-B,Line-2,OK
2026-04-26 19:36:28.496415,sensor_0142,humidity,93.71,Factory-D,Line-1,ERROR
2026-04-26 19:36:29.496415,sensor_0999,pressure,89.57,Factory-C,Line-3,WARN
2026-04-26 19:36:30.496415,sensor_0365,pressure,153.83,Factory-B,Line-3,ERROR
2026-04-26 19:36:31.496415,sensor_0262,pressure,60.19,Factory-D,Line-3,OK
2026-04-26 19:36:32.496415,sensor_0922,humidity,70.17,Factory-A,Line-3,WARN
2026-04-26 19:36:33.496415,sensor_0049,humidity,45.58,Factory-D,Line-3,OK
2026-04-26 19:36:34.496415,sensor_0297,pressure,146.89,Factory-D,Line-4,WARN
2026-04-26 19:36:35.496415,sensor_0718,temperature,35.36,Factory-C,Line-3,OK
2026-04-26 19:36:36.496415,sensor_0053,temperature,91.8,Factory-C,Line-1,WARN
2026-04-26 19:36:37.496415,sensor_0067,vibration,70.75,Factory-B,Line-4,ERROR
2026-04-26 19:36:38.496415,sensor_0188,humidity,68.52,Factory-B,Line-1,OK
2026-04-26 19:36:39.496415,sensor_0804,humidity,91.01,Factory-C,Line-1,ERROR
2026-04-26 19:36:40.496415,sensor_0725,pressure,77.44,Factory-B,Line-3,WARN
2026-04-26 19:36:41.496415,sensor_0487,humidity,37.94,Factory-C,Line-3,OK
2026-04-26 19:36:42.496415,sensor_0768,vibration,34.09,Factory-D,Line-2,OK
2026-04-26 19:36:43.496415,sensor_0663,temperature,87.51,Factory-B,Line-2,WARN
2026-04-26 19:36:44.496415,sensor_0181,vibration,66.63,Factory-B,Line-1,ERROR
2026-04-26 19:36:45.496415,sensor_0530,temperature,121.51,Factory-A,Line-4,ERROR
2026-04-26 19:36:46.496415,sensor_0784,humidity,25.81,Factory-B,Line-1,OK
2026-04-26 19:36:47.496415,sensor_0477,temperature,45.76,Factory-D,Line-4,OK
2026-04-26 19:36:48.496415,sensor_0562,pressure,137.49,Factory-B,Line-1,WARN
2026-04-26 19:36:49.496415,sensor_0071,temperature,22.25,Factory-C,Line-3,OK
2026-04-26 19:36:50.496415,sensor_0840,vibration,60.23,Factory-C,Line-3,ERROR
2026-04-26 19:36:51.496415,sensor_0572,pressure,53.99,Factory-C,Line-3,OK
2026-04-26 19:36:52.496415,sensor_0579,pressure,110.6,Factory-D,Line-3,WARN
2026-04-26 19:36:53.496415,sensor_0049,temperature,65.43,Factory-B,Line-4,OK
2026-04-26 19:36:54.496415,sensor_0007,vibration,61.97,Factory-D,Line-2,ERROR
2026-04-26 19:36:55.496415,sensor_0317,vibration,2.24,Factory-A,Line-4,OK
2026-04-26 19:36:56.496415,sensor_0967,temperature,115.6,Factory-B,Line-1,ERROR
2026-04-26 19:36:57.496415,sensor_0641,vibration,19.38,Factory-A,Line-4,OK
2026-04-26 19:36:58.496415,sensor_0143,vibration,59.08,Factory-A,Line-1,OK
2026-04-26 19:36:59.496415,sensor_0664,humidity,34.31,Factory-B,Line-1,OK
2026-04-26 19:37:00.496415,sensor_0022,pressure,160.37,Factory-A,Line-3,ERROR
2026-04-26 19:37:01.496415,sensor_0958,pressure,131.55,Factory-B,Line-1,WARN
2026-04-26 19:37:02.496415,sensor_0279,humidity,91.62,Factory-D,Line-1,ERROR
2026-04-26 19:37:03.496415,sensor_0698,vibration,13.61,Factory-D,Line-2,OK
2026-04-26 19:37:04.496415,sensor_0075,pressure,125.55,Factory-C,Line-1,WARN
2026-04-26 19:37:05.496415,sensor_0114,pressure,114.0,Factory-B,Line-2,WARN
2026-04-26 19:37:06.496415,sensor_0283,humidity,43.88,Factory-B,Line-2,OK
2026-04-26 19:37:07.496415,sensor_0313,temperature,109.08,Factory-B,Line-1,ERROR
2026-04-26 19:37:08.496415,sensor_0935,temperature,113.05,Factory-D,Line-4,ERROR
2026-04-26 19:37:09.496415,sensor_0938,humidity,52.33,Factory-B,Line-1,OK
2026-04-26 19:37:10.496415,sensor_0432,temperature,127.43,Factory-D,Line-1,ERROR
2026-04-26 19:37:11.496415,sensor_0539,vibration,14.22,Factory-C,Line-1,OK
2026-04-26 19:37:12.496415,sensor_0103,humidity,69.89,Factory-B,Line-1,OK
2026-04-26 19:37:13.496415,sensor_0680,temperature,68.63,Factory-C,Line-2,OK
2026-04-26 19:37:14.496415,sensor_0838,vibration,9.24,Factory-C,Line-3,OK
2026-04-26 19:37:15.496415,sensor_0105,pressure,159.06,Factory-B,Line-3,ERROR
2026-04-26 19:37:16.496415,sensor_0432,pressure,75.86,Factory-A,Line-1,WARN
2026-04-26 19:37:17.496415,sensor_0061,vibration,8.72,Factory-C,Line-3,OK
2026-04-26 19:37:18.496415,sensor_0498,temperature,68.11,Factory-B,Line-3,OK
2026-04-26 19:37:19.496415,sensor_0404,temperature,26.86,Factory-D,Line-3,OK
2026-04-26 19:37:20.496415,sensor_0487,temperature,77.78,Factory-A,Line-3,WARN
2026-04-26 19:37:21.496415,sensor_0268,temperature,109.46,Factory-D,Line-2,ERROR
2026-04-26 19:37:22.496415,sensor_0781,vibration,6.25,Factory-D,Line-1,OK
2026-04-26 19:37:23.496415,sensor_0305,humidity,29.2,Factory-B,Line-4,OK
2026-04-26 19:37:24.496415,sensor_0138,humidity,26.5,Factory-B,Line-3,OK
2026-04-26 19:37:25.496415,sensor_0806,humidity,88.67,Factory-D,Line-1,ERROR
2026-04-26 19:37:26.496415,sensor_0144,temperature,23.18,Factory-A,Line-2,OK
2026-04-26 19:37:27.496415,sensor_0368,temperature,45.75,Factory-D,Line-2,OK
2026-04-26 19:37:28.496415,sensor_0333,vibration,27.43,Factory-D,Line-1,OK
2026-04-26 19:37:29.496415,sensor_0257,humidity,20.79,Factory-B,Line-3,OK
2026-04-26 19:37:30.496415,sensor_0016,pressure,127.53,Factory-C,Line-1,WARN
2026-04-26 19:37:31.496415,sensor_0917,temperature,56.98,Factory-B,Line-3,OK
2026-04-26 19:37:32.496415,sensor_0811,humidity,93.89,Factory-B,Line-2,ERROR
2026-04-26 19:37:33.496415,sensor_0088,vibration,77.61,Factory-B,Line-1,ERROR
2026-04-26 19:37:34.496415,sensor_0015,humidity,70.36,Factory-C,Line-2,WARN
2026-04-26 19:37:35.496415,sensor_0318,vibration,1.23,Factory-B,Line-2,OK
2026-04-26 19:37:36.496415,sensor_0644,pressure,94.37,Factory-A,Line-2,WARN
2026-04-26 19:37:37.496415,sensor_0337,humidity,87.88,Factory-A,Line-4,ERROR
2026-04-26 19:37:38.496415,sensor_0777,vibration,12.8,Factory-B,Line-3,OK
2026-04-26 19:37:39.496415,sensor_0516,pressure,76.5,Factory-D,Line-3,WARN
2026-04-26 19:37:40.496415,sensor_0052,temperature,52.23,Factory-D,Line-4,OK
2026-04-26 19:37:41.496415,sensor_0510,pressure,72.5,Factory-D,Line-2,WARN
2026-04-26 19:37:42.496415,sensor_0114,pressure,104.46,Factory-D,Line-3,WARN
2026-04-26 19:37:43.496415,sensor_0253,humidity,81.19,Factory-D,Line-3,ERROR
2026-04-26 19:37:44.496415,sensor_0948,temperature,62.51,Factory-C,Line-4,OK
2026-04-26 19:37:45.496415,sensor_0961,pressure,140.87,Factory-C,Line-2,WARN
2026-04-26 19:37:46.496415,sensor_0699,temperature,49.14,Factory-B,Line-1,OK
2026-04-26 19:37:47.496415,sensor_0253,pressure,84.34,Factory-D,Line-4,WARN
2026-04-26 19:37:48.496415,sensor_0046,pressure,134.43,Factory-D,Line-2,WARN
2026-04-26 19:37:49.496415,sensor_0861,pressure,62.19,Factory-B,Line-4,OK
2026-04-26 19:37:50.496415,sensor_0630,temperature,64.57,Factory-C,Line-3,OK
2026-04-26 19:37:51.496415,sensor_0680,vibration,2.36,Factory-C,Line-3,OK
2026-04-26 19:37:52.496415,sensor_0413,pressure,138.28,Factory-B,Line-2,WARN
2026-04-26 19:37:53.496415,sensor_0871,temperature,34.17,Factory-D,Line-3,OK
2026-04-26 19:37:54.496415,sensor_0134,vibration,30.56,Factory-A,Line-3,OK
2026-04-26 19:37:55.496415,sensor_0237,temperature,40.25,Factory-A,Line-3,OK
2026-04-26 19:37:56.496415,sensor_0352,pressure,130.26,Factory-B,Line-1,WARN
2026-04-26 19:37:57.496415,sensor_0989,pressure,168.55,Factory-A,Line-3,ERROR
2026-04-26 19:37:58.496415,sensor_0427,vibration,8.78,Factory-B,Line-2,OK
2026-04-26 19:37:59.496415,sensor_0106,pressure,79.22,Factory-C,Line-1,WARN
2026-04-26 19:38:00.496415,sensor_0639,temperature,73.68,Factory-A,Line-4,WARN
2026-04-26 19:38:01.496415,sensor_0181,humidity,48.84,Factory-C,Line-3,OK
2026-04-26 19:38:02.496415,sensor_0461,pressure,60.61,Factory-C,Line-2,OK
2026-04-26 19:38:03.496415,sensor_0567,temperature,95.7,Factory-A,Line-4,WARN
2026-04-26 19:38:04.496415,sensor_0787,temperature,70.12,Factory-B,Line-3,WARN
2026-04-26 19:38:05.496415,sensor_0668,pressure,101.32,Factory-D,Line-2,WARN
2026-04-26 19:38:06.496415,sensor_0121,vibration,72.8,Factory-C,Line-2,ERROR
2026-04-26 19:38:07.496415,sensor_0408,vibration,7.63,Factory-D,Line-4,OK
2026-04-26 19:38:08.496415,sensor_0327,humidity,50.7,Factory-D,Line-3,OK
2026-04-26 19:38:09.496415,sensor_0274,pressure,104.83,Factory-A,Line-1,WARN
2026-04-26 19:38:10.496415,sensor_0148,pressure,109.03,Factory-C,Line-1,WARN
2026-04-26 19:38:11.496415,sensor_0062,pressure,121.08,Factory-D,Line-3,WARN
2026-04-26 19:38:12.496415,sensor_0172,pressure,99.71,Factory-D,Line-3,WARN
2026-04-26 19:38:13.496415,sensor_0697,vibration,30.91,Factory-C,Line-1,OK
2026-04-26 19:38:14.496415,sensor_0170,pressure,92.9,Factory-C,Line-1,WARN
2026-04-26 19:38:15.496415,sensor_0948,temperature,129.51,Factory-B,Line-4,ERROR
2026-04-26 19:38:16.496415,sensor_0992,temperature,63.68,Factory-B,Line-1,OK
2026-04-26 19:38:17.496415,sensor_0949,humidity,72.04,Factory-D,Line-3,WARN
2026-04-26 19:38:18.496415,sensor_0942,temperature,43.45,Factory-A,Line-1,OK
2026-04-26 19:38:19.496415,sensor_0340,humidity,52.48,Factory-D,Line-1,OK
2026-04-26 19:38:20.496415,sensor_0784,humidity,82.57,Factory-D,Line-3,ERROR
2026-04-26 19:38:21.496415,sensor_0907,temperature,45.2,Factory-C,Line-4,OK
2026-04-26 19:38:22.496415,sensor_0956,temperature,101.34,Factory-D,Line-2,ERROR
2026-04-26 19:38:23.496415,sensor_0050,vibration,10.35,Factory-D,Line-2,OK
2026-04-26 19:38:24.496415,sensor_0803,temperature,44.82,Factory-B,Line-1,OK
2026-04-26 19:38:25.496415,sensor_0910,temperature,71.38,Factory-D,Line-3,WARN
2026-04-26 19:38:26.496415,sensor_0877,vibration,53.43,Factory-D,Line-4,OK
2026-04-26 19:38:27.496415,sensor_0412,vibration,73.26,Factory-B,Line-4,ERROR
2026-04-26 19:38:28.496415,sensor_0056,pressure,96.13,Factory-B,Line-3,WARN
2026-04-26 19:38:29.496415,sensor_0284,pressure,179.39,Factory-C,Line-2,ERROR
2026-04-26 19:38:30.496415,sensor_0930,temperature,40.14,Factory-C,Line-4,OK
2026-04-26 19:38:31.496415,sensor_0233,vibration,13.86,Factory-C,Line-2,OK
2026-04-26 19:38:32.496415,sensor_0387,temperature,25.84,Factory-D,Line-1,OK
2026-04-26 19:38:33.496415,sensor_0564,pressure,58.88,Factory-D,Line-1,OK
